Species,zone_n,zone_s,zone_g
Paspalum_conspersum,else,else,else
Paspalum_convexum,else,tropical,else
Paspalum_corcovadense,else,else,else
Paspalum_cordatum,tropical,else,else
Paspalum_coryphaeum,else,else,else
Paspalum_costaricense,else,NA,else
Paspalum_crassum,else,tropical,else
Paspalum_crinitum,else,NA,else
Paspalum_cromyorhizon,NA,else,else
Paspalum_cultratum,NA,else,else
Paspalum_cymbiforme,else,NA,else
Paspalum_dasypleurum,else,else,else
Paspalum_decumbens,tropical,else,tropical
Paspalum_dedeccae,NA,else,else
Paspalum_delicatum,tropical,else,tropical
Paspalum_densum,tropical,else,else
Paspalum_denticulatum,else,else,else
Paspalum_dilatatum,else,else,else
Paspalum_dissectum,else,else,else
Paspalum_distichum,else,else,else
Paspalum_distortum,else,NA,else
Paspalum_durifolium,NA,else,else
Paspalum_ekmanianum,NA,else,else
Paspalum_ellipticum,NA,else,else
Paspalum_equitans,NA,else,else
Paspalum_erianthoides,NA,else,else
Paspalum_erianthum,else,else,else
Paspalum_eucomum,NA,else,else
Paspalum_exaltatum,tropical,else,else
Paspalum_expansum,NA,tropical,tropical
Paspalum_falcatum,NA,else,else
Paspalum_fasciculatum,else,else,tropical
Paspalum_filifolium,NA,else,else
Paspalum_fimbriatum,else,tropical,else
Paspalum_flaccidum,NA,else,else
Paspalum_floridanum,else,else,else
Paspalum_galapageium,tropical,tropical,tropical
Paspalum_gardnerianum,tropical,else,else
Paspalum_geminiflorum,tropical,else,else
Paspalum_glaucescens,NA,else,else
Paspalum_guenoarum,NA,else,else
Paspalum_guttatum,NA,else,else
Paspalum_hartwegianum,else,else,else
Paspalum_haumanii,NA,else,else
Paspalum_heterotrichon,else,else,else
Paspalum_hirtum,tropical,NA,tropical
Paspalum_humboldtianum,else,else,else
Paspalum_hyalinum,tropical,else,else
Paspalum_inaequivalve,NA,else,else
Paspalum_inconstans,tropical,else,tropical
Paspalum_indecorum,NA,else,else
Paspalum_intermedium,else,else,else
Paspalum_ionanthum,NA,else,else
Paspalum_jaliscanum,else,NA,else
Paspalum_jesuiticum,NA,else,else
Paspalum_juergensii,tropical,else,else
Paspalum_laeve,else,tropical,else
Paspalum_lamprocaryon,tropical,tropical,tropical
Paspalum_lanciflorum,tropical,else,tropical
Paspalum_langei,else,NA,else
Paspalum_laxum,else,else,else
Paspalum_lentiginosum,else,NA,else
Paspalum_lepton,else,else,else
Paspalum_ligulare,else,tropical,tropical
Paspalum_lineare,else,else,else
Paspalum_loefgrenii,tropical,else,else
Paspalum_longicuspe,else,NA,else
Paspalum_macrophyllum,tropical,tropical,tropical
Paspalum_maculosum,tropical,else,else
Paspalum_malacophyllum,else,else,else
Paspalum_mandiocanum,else,else,else
Paspalum_maritimum,tropical,tropical,tropical
Paspalum_melanospermum,tropical,tropical,tropical
Paspalum_microstachyum,else,tropical,else
Paspalum_millegrana,else,else,tropical
Paspalum_millegranum,else,else,tropical
Paspalum_minarum,NA,else,else
Paspalum_minus,else,else,else
Paspalum_modestum,else,else,else
Paspalum_monostachyum,else,else,else
Paspalum_multicaule,tropical,else,tropical
Paspalum_mutabile,else,NA,else
Paspalum_notatum,else,else,else
Paspalum_nutans,tropical,else,tropical
Paspalum_oligostachyum,tropical,else,tropical
Paspalum_orbiculatum,tropical,tropical,tropical
Paspalum_ovale,NA,else,else
Paspalum_pallens,NA,else,else
Paspalum_pallidum,tropical,tropical,tropical
Paspalum_paniculatum,else,else,tropical
Paspalum_parviflorum,tropical,else,tropical
Paspalum_pauciciliatum,else,else,else
Paspalum_pectinatum,else,else,else
Paspalum_penicillatum,tropical,tropical,tropical
Paspalum_petilum,tropical,NA,tropical
Paspalum_pilgerianum,tropical,tropical,tropical
Paspalum_pilosum,tropical,else,else
Paspalum_plenum,else,else,else
Paspalum_pleostachyum,else,else,tropical
Paspalum_plicatulum,else,else,tropical
Paspalum_polyphyllum,tropical,else,else
Paspalum_praecox,else,NA,else
Paspalum_prostratum,else,tropical,else
Paspalum_pubescens,else,NA,else
Paspalum_pubiflorum,else,else,else
Paspalum_pulchellum,tropical,tropical,tropical
Paspalum_pumilum,tropical,else,else
Paspalum_pygmaeum,else,else,else
Paspalum_quadrifarium,else,else,else
Paspalum_quarinii,NA,else,else
Paspalum_racemosum,else,tropical,tropical
Paspalum_reclinatum,tropical,tropical,tropical
Paspalum_reduncum,NA,else,else
Paspalum_regnellii,NA,else,else
Paspalum_remotum,NA,else,else
Paspalum_repens,else,else,tropical
Paspalum_riparium,tropical,tropical,tropical
Paspalum_rufum,NA,else,else
Paspalum_rupium,NA,else,else
Paspalum_saccharoides,tropical,tropical,tropical
Paspalum_saurae,else,else,else
Paspalum_scalare,NA,else,else
Paspalum_scrobiculatum,tropical,else,tropical
Paspalum_scutatum,NA,tropical,tropical
Paspalum_serpentinum,tropical,tropical,tropical
Paspalum_setaceum,else,else,else
Paspalum_simplex,NA,else,else
Paspalum_squamulatum,else,NA,else
Paspalum_stagnophilum,tropical,else,else
Paspalum_stellatum,else,else,else
Paspalum_subsesquiglume,else,tropical,tropical
Paspalum_sumatrense,tropical,else,else
Paspalum_supinum,else,NA,else
Paspalum_tenellum,else,tropical,else
Paspalum_thunbergii,else,tropical,else
Paspalum_tillettii,tropical,tropical,tropical
Paspalum_tinctum,else,NA,else
Paspalum_trachycoleon,else,else,else
Paspalum_trichostomum,NA,else,else
Paspalum_umbrosum,NA,else,else
Paspalum_unispicatum,else,else,else
Paspalum_urvillei,else,else,else
Paspalum_usterii,NA,else,else
Paspalum_vaginatum,else,else,tropical
Paspalum_variabile,else,NA,else
Paspalum_vexillarium,NA,else,else
Paspalum_virgatum,else,else,tropical
Paspalum_wrightii,else,else,else
Passerina_corymbosa,else,else,else
Passerina_ericoides,NA,else,else
Passerina_filiformis,else,else,else
Passerina_galpinii,NA,else,else
Passerina_montana,NA,else,else
Passerina_montivaga,NA,else,else
Passerina_obtusifolia,NA,else,else
Passerina_paleacea,NA,else,else
Passerina_rigida,NA,else,else
Passerina_rubra,NA,else,else
Passerina_truncata,NA,else,else
Passiflora_actinia,else,else,else
Passiflora_acuminata,tropical,tropical,tropical
Passiflora_adenopoda,else,tropical,else
Passiflora_adulterina,tropical,NA,tropical
Passiflora_affinis,else,NA,else
Passiflora_alata,else,else,else
Passiflora_allantophylla,else,NA,else
Passiflora_alnifolia,tropical,tropical,tropical
Passiflora_amalocarpa,tropical,tropical,tropical
Passiflora_ambigua,tropical,tropical,tropical
Passiflora_amethystina,else,else,else
Passiflora_amoena,tropical,NA,tropical
Passiflora_anfracta,tropical,tropical,tropical
Passiflora_angusta,tropical,else,tropical
Passiflora_antioquiensis,tropical,else,tropical
Passiflora_apetala,tropical,else,tropical
Passiflora_apoda,tropical,NA,tropical
Passiflora_araujoi,tropical,tropical,tropical
Passiflora_arbelaezii,tropical,NA,tropical
Passiflora_aurantia,else,else,else
Passiflora_aurantioides,NA,tropical,tropical
Passiflora_auriculata,tropical,tropical,tropical
Passiflora_azeroana,tropical,NA,tropical
Passiflora_balbis,tropical,tropical,tropical
Passiflora_bicornis,else,NA,else
Passiflora_biflora,else,tropical,else
Passiflora_bilobata,else,NA,else
Passiflora_bogotensis,tropical,NA,tropical
Passiflora_bracteosa,tropical,NA,tropical
Passiflora_brevifila,else,NA,else
Passiflora_bryonioides,else,NA,else
Passiflora_cacao,NA,else,else
Passiflora_caerulea,else,else,else
Passiflora_campanulata,NA,else,else
Passiflora_candollei,tropical,else,else
Passiflora_capparidifolia,tropical,else,tropical
Passiflora_capsularis,tropical,else,else
Passiflora_cerradensis,NA,else,else
Passiflora_cervii,NA,else,else
Passiflora_chelidonea,tropical,tropical,tropical
Passiflora_chocoensis,tropical,NA,tropical
Passiflora_choconiana,else,NA,else
Passiflora_chrysophylla,NA,else,else
Passiflora_ciliata,else,tropical,else
Passiflora_cincinnata,tropical,else,else
Passiflora_cinnabarina,NA,else,else
Passiflora_cirrhiflora,tropical,NA,tropical
Passiflora_cisnana,tropical,tropical,tropical
Passiflora_citrina,else,else,else
Passiflora_clathrata,NA,else,else
Passiflora_cobanensis,else,NA,else
Passiflora_coccinea,tropical,tropical,tropical
Passiflora_cochinchinensis,else,NA,else
Passiflora_colimensis,else,NA,else
Passiflora_compar,tropical,tropical,tropical
Passiflora_complanata,else,NA,else
Passiflora_contracta,NA,else,else
Passiflora_conzattiana,else,NA,else
Passiflora_coriacea,else,else,else
Passiflora_costaricensis,else,tropical,else
Passiflora_costata,tropical,tropical,tropical
Passiflora_crispolanata,tropical,NA,tropical
Passiflora_cuatrecasasii,tropical,NA,tropical
Passiflora_cumbalensis,tropical,tropical,tropical
Passiflora_cuneata,tropical,else,tropical
Passiflora_cupiformis,else,NA,else
Passiflora_cuspidifolia,tropical,tropical,tropical
Passiflora_deidamioides,NA,else,else
Passiflora_discophora,tropical,tropical,tropical
Passiflora_edmundoi,NA,else,else
Passiflora_edulis,else,else,tropical
Passiflora_eglandulosa,else,NA,else
Passiflora_eichleriana,NA,else,else
Passiflora_elegans,else,else,else
Passiflora_emarginata,tropical,NA,tropical
Passiflora_erythrophylla,tropical,NA,tropical
Passiflora_exoperculata,NA,else,else
Passiflora_exsudans,else,NA,else
Passiflora_exura,tropical,NA,tropical
Passiflora_fanchoniae,tropical,NA,tropical
Passiflora_ferruginea,NA,else,else
Passiflora_filamentosa,else,else,else
Passiflora_filipes,else,tropical,else
Passiflora_flexipes,tropical,NA,tropical
Passiflora_foetida,else,else,tropical
Passiflora_fruticosa,else,else,else
Passiflora_fuchsiiflora,tropical,tropical,tropical
Passiflora_gabrielliana,tropical,NA,tropical
Passiflora_galbana,NA,else,else
Passiflora_garckei,tropical,else,tropical
Passiflora_gibertii,else,else,else
Passiflora_glandulosa,tropical,tropical,tropical
Passiflora_goniosperma,else,NA,else
Passiflora_gracilis,else,tropical,tropical
Passiflora_gracillima,tropical,tropical,tropical
Passiflora_guatemalensis,else,NA,else
Passiflora_guazumifolia,tropical,NA,tropical
Passiflora_haematostigma,NA,else,else
Passiflora_helleri,else,NA,else
Passiflora_henryi,else,NA,else
Passiflora_herbertiana,else,else,else
Passiflora_holosericea,else,else,else
Passiflora_holtii,tropical,tropical,tropical
Passiflora_hyacinthiflora,tropical,NA,tropical
Passiflora_ilamo,else,NA,else
Passiflora_inca,NA,else,else
Passiflora_incarnata,else,else,else
Passiflora_indecora,NA,tropical,tropical
Passiflora_jilekii,NA,else,else
Passiflora_jorullensis,else,else,else
Passiflora_jugorum,else,NA,else
Passiflora_juliana,else,NA,else
Passiflora_kalbreyeri,tropical,else,tropical
Passiflora_karwinskii,else,NA,else
Passiflora_kermesina,NA,else,else
Passiflora_kuranda,NA,else,else
Passiflora_kwangtungensis,else,NA,else
Passiflora_lanata,tropical,NA,tropical
Passiflora_lancearia,tropical,else,tropical
Passiflora_lancetillensis,else,NA,else
Passiflora_laurifolia,tropical,tropical,tropical
Passiflora_lehmannii,tropical,else,tropical
Passiflora_leschenaultii,else,NA,else
Passiflora_ligularis,tropical,tropical,tropical
Passiflora_lobbii,NA,tropical,tropical
Passiflora_loefgrenii,NA,else,else
Passiflora_longipes,tropical,NA,tropical
Passiflora_longiracemosa,tropical,tropical,tropical
Passiflora_loxensis,NA,tropical,tropical
Passiflora_luetzelburgii,NA,tropical,tropical
Passiflora_lutea,else,NA,else
Passiflora_lyra,tropical,NA,tropical
Passiflora_macropoda,NA,else,else
Passiflora_malacophylla,NA,else,else
Passiflora_maliformis,tropical,else,tropical
Passiflora_mansoi,NA,else,else
Passiflora_mathewsii,NA,tropical,tropical
Passiflora_mayarum,else,NA,else
Passiflora_mcvaughiana,else,NA,else
Passiflora_megacoriacea,tropical,tropical,tropical
Passiflora_membranacea,else,NA,else
Passiflora_mendoncaei,NA,else,else
Passiflora_menispermifolia,tropical,else,tropical
Passiflora_mexicana,else,NA,else
Passiflora_micropetala,tropical,tropical,tropical
Passiflora_miersii,else,else,else
Passiflora_miniata,else,else,else
Passiflora_misera,tropical,else,else
Passiflora_mixta,tropical,tropical,tropical
Passiflora_mollis,tropical,tropical,tropical
Passiflora_moluccana,else,tropical,tropical
Passiflora_monadelpha,tropical,tropical,tropical
Passiflora_mooreana,else,else,else
Passiflora_morifolia,else,else,else
Passiflora_mucronata,else,else,else
Passiflora_multiflora,else,NA,else
Passiflora_murucuja,else,else,else
Passiflora_napalensis,else,NA,else
Passiflora_nelsonii,else,NA,else
Passiflora_nigradenia,NA,else,else
Passiflora_nitida,tropical,tropical,tropical
Passiflora_nubicola,else,NA,else
Passiflora_oblongata,else,NA,else
Passiflora_obovata,else,NA,else
Passiflora_occidentalis,tropical,NA,tropical
Passiflora_oerstedii,else,tropical,tropical
Passiflora_organensis,else,else,else
Passiflora_ornithoura,else,NA,else
Passiflora_ovalis,NA,else,else
Passiflora_palenquensis,tropical,tropical,tropical
Passiflora_pallens,else,NA,else
Passiflora_pallida,else,else,else
Passiflora_palmatisecta,NA,else,else
Passiflora_palmeri,else,else,else
Passiflora_panamensis,tropical,NA,tropical
Passiflora_parritae,tropical,else,tropical
Passiflora_pascoensis,NA,else,else
Passiflora_pavonis,else,NA,else
Passiflora_pedata,else,tropical,else
Passiflora_peduncularis,NA,else,else
Passiflora_penduliflora,else,tropical,else
Passiflora_pentagona,NA,else,else
Passiflora_perakensis,tropical,NA,tropical
Passiflora_perfoliata,else,NA,else
Passiflora_pergrandis,tropical,tropical,tropical
Passiflora_pilosa,else,NA,else
Passiflora_pinnatistipula,tropical,else,else
Passiflora_pittieri,tropical,else,tropical
Passiflora_platyloba,else,NA,else
Passiflora_podadenia,else,NA,else
Passiflora_pohlii,NA,else,else
Passiflora_porphyretica,else,NA,else
Passiflora_punctata,tropical,tropical,tropical
Passiflora_pyrrhantha,tropical,tropical,tropical
Passiflora_quadrangularis,tropical,tropical,tropical
Passiflora_quadriglandulosa,tropical,tropical,tropical
Passiflora_quindiensis,tropical,else,else
Passiflora_racemosa,else,else,else
Passiflora_recurva,NA,else,else
Passiflora_reflexiflora,NA,tropical,tropical
Passiflora_resticulata,tropical,tropical,tropical
Passiflora_retipetala,tropical,tropical,tropical
Passiflora_rhamnifolia,NA,else,else
Passiflora_riparia,tropical,tropical,tropical
Passiflora_rovirosae,else,NA,else
Passiflora_rubra,else,else,tropical
Passiflora_rufa,tropical,NA,tropical
Passiflora_rugosa,tropical,NA,tropical
Passiflora_sagasteguii,NA,tropical,tropical
Passiflora_sandrae,tropical,NA,tropical
Passiflora_sanguinolenta,else,tropical,tropical
Passiflora_schlimiana,else,NA,else
Passiflora_sclerophylla,tropical,else,tropical
Passiflora_securiclata,tropical,tropical,tropical
Passiflora_seemannii,tropical,tropical,tropical
Passiflora_serratifolia,else,tropical,else
Passiflora_serratodigitata,tropical,tropical,tropical
Passiflora_serrulata,else,NA,else
Passiflora_setacea,NA,else,else
Passiflora_setulosa,NA,else,else
Passiflora_sexflora,else,tropical,else
Passiflora_sexocellata,else,NA,else
Passiflora_siamica,else,else,else
Passiflora_sicyoides,else,NA,else
Passiflora_sidifolia,NA,else,else
Passiflora_smithii,tropical,NA,tropical
Passiflora_sodiroi,tropical,tropical,tropical
Passiflora_speciosa,tropical,else,else
Passiflora_spectabilis,NA,else,else
Passiflora_sprucei,tropical,tropical,tropical
Passiflora_standleyi,else,NA,else
Passiflora_suberosa,else,else,else
Passiflora_subpeltata,else,else,else
Passiflora_subrotunda,NA,tropical,tropical
Passiflora_sumatrana,else,tropical,else
Passiflora_talamancensis,tropical,NA,tropical
Passiflora_tarapotina,NA,tropical,tropical
Passiflora_tarminiana,tropical,else,tropical
Passiflora_tatei,else,else,else
Passiflora_tecta,tropical,NA,tropical
Passiflora_tenuifila,else,else,else
Passiflora_tenuiloba,else,NA,else
Passiflora_tetrandra,NA,else,else
Passiflora_tiliifolia,tropical,tropical,tropical
Passiflora_transversalis,tropical,else,else
Passiflora_tribolophylla,tropical,NA,tropical
Passiflora_tricuspis,tropical,else,else
Passiflora_trifasciata,else,tropical,tropical
Passiflora_trifoliata,tropical,else,else
Passiflora_triloba,NA,else,else
Passiflora_trintae,NA,else,else
Passiflora_tripartita,tropical,else,else
Passiflora_trisecta,else,else,else
Passiflora_truncata,tropical,else,else
Passiflora_truxillensis,tropical,NA,tropical
Passiflora_tryphostemmatoides,tropical,tropical,tropical
Passiflora_tuberosa,else,tropical,else
Passiflora_tucumanensis,else,else,else
Passiflora_tulae,else,else,else
Passiflora_urbaniana,else,else,else
Passiflora_urnifolia,tropical,else,else
Passiflora_ursina,tropical,tropical,tropical
Passiflora_variolata,tropical,tropical,tropical
Passiflora_vellozii,NA,else,else
Passiflora_venusta,NA,else,else
Passiflora_vespertilio,tropical,tropical,tropical
Passiflora_villosa,NA,else,else
Passiflora_viridescens,tropical,tropical,tropical
Passiflora_viridiflora,else,NA,else
Passiflora_vitifolia,tropical,tropical,tropical
Passiflora_watsoniana,NA,tropical,tropical
Passiflora_wilsonii,else,NA,else
Passiflora_xiikzodz,else,NA,else
Passiflora_yucatanensis,else,NA,else
Passovia_ovata,tropical,else,else
Passovia_pedunculata,tropical,tropical,tropical
Passovia_podoptera,tropical,else,else
Passovia_pyrifolia,tropical,tropical,tropical
Passovia_robusta,tropical,tropical,tropical
Passovia_rufa,tropical,tropical,tropical
Passovia_stelis,tropical,tropical,tropical
Pastinaca_armena,else,NA,else
Pastinaca_clausii,else,NA,else
Pastinaca_hirsuta,else,NA,else
Pastinaca_kochii,else,NA,else
Pastinaca_lucida,else,NA,else
Pastinaca_sativa,else,else,else
Patersonia_babianoides,NA,else,else
Patersonia_drummondii,NA,else,else
Patersonia_fragilis,NA,else,else
Patersonia_glabrata,NA,else,else
Patersonia_juncea,NA,else,else
Patersonia_lanata,NA,else,else
Patersonia_limbata,NA,else,else
Patersonia_macrantha,NA,else,else
Patersonia_maxwellii,NA,else,else
Patersonia_occidentalis,NA,else,else
Patersonia_pygmaea,NA,else,else
Patersonia_rudis,NA,else,else
Patersonia_sericea,else,else,else
Patersonia_umbrosa,NA,else,else
Patosia_clandestina,NA,else,else
Patrinia_gibbosa,else,NA,else
Patrinia_heterophylla,else,NA,else
Patrinia_intermedia,else,NA,else
Patrinia_monandra,else,NA,else
Patrinia_rupestris,else,NA,else
Patrinia_scabiosifolia,else,NA,else
Patrinia_scabra,else,NA,else
Patrinia_sibirica,else,NA,else
Patrinia_speciosa,else,NA,else
Patrinia_triloba,else,NA,else
Patrinia_villosa,else,NA,else
Paullinia_alata,tropical,tropical,tropical
Paullinia_alsmithii,tropical,tropical,tropical
Paullinia_anodonta,tropical,tropical,tropical
Paullinia_austin-smithii,else,NA,else
Paullinia_baileyi,tropical,else,tropical
Paullinia_bilobulata,tropical,else,else
Paullinia_boliviana,tropical,else,else
Paullinia_bracteosa,tropical,tropical,tropical
Paullinia_brenesii,tropical,NA,tropical
Paullinia_caloptera,tropical,tropical,tropical
Paullinia_capreolata,tropical,tropical,tropical
Paullinia_carpopoda,tropical,else,else
Paullinia_carpopodea,else,else,else
Paullinia_clavigera,else,tropical,else
Paullinia_coriacea,tropical,else,else
Paullinia_costaricensis,else,NA,else
Paullinia_costata,else,tropical,else
Paullinia_cristata,NA,else,else
Paullinia_cupana,tropical,tropical,tropical
Paullinia_cururu,else,tropical,else
Paullinia_curvicuspis,tropical,tropical,tropical
Paullinia_dasygonia,tropical,tropical,tropical
Paullinia_dasystachya,tropical,tropical,tropical
Paullinia_densiflora,tropical,NA,tropical
Paullinia_echinata,tropical,tropical,tropical
Paullinia_elegans,else,else,else
Paullinia_eriocarpa,tropical,tropical,tropical
Paullinia_exalata,tropical,tropical,tropical
Paullinia_faginea,tropical,tropical,tropical
Paullinia_fraxinifolia,tropical,tropical,tropical
Paullinia_fuscescens,else,tropical,else
Paullinia_globosa,tropical,tropical,tropical
Paullinia_glomerulosa,tropical,else,tropical
Paullinia_granatensis,tropical,tropical,tropical
Paullinia_hemiptera,tropical,tropical,tropical
Paullinia_hispida,tropical,tropical,tropical
Paullinia_hystrix,tropical,else,else
Paullinia_ingifolia,tropical,tropical,tropical
Paullinia_isoptera,tropical,tropical,tropical
Paullinia_jamaicensis,else,NA,else
Paullinia_josecuatrii,NA,else,else
Paullinia_latifolia,tropical,tropical,tropical
Paullinia_leiocarpa,tropical,tropical,tropical
Paullinia_macrophylla,tropical,else,tropical
Paullinia_mallophylla,tropical,NA,tropical
Paullinia_meliifolia,NA,else,else
Paullinia_micrantha,tropical,else,else
Paullinia_nobilis,tropical,tropical,tropical
Paullinia_obovata,tropical,tropical,tropical
Paullinia_pachycarpa,tropical,else,tropical
Paullinia_pinnata,else,else,tropical
Paullinia_plagioptera,tropical,NA,tropical
Paullinia_platymisca,tropical,else,else
Paullinia_pseudota,NA,else,else
Paullinia_pterophylla,tropical,tropical,tropical
Paullinia_quitensis,tropical,tropical,tropical
Paullinia_racemosa,NA,else,else
Paullinia_reticulata,tropical,tropical,tropical
Paullinia_revoluta,NA,else,else
Paullinia_rhomboidea,tropical,else,else
Paullinia_rubiginosa,tropical,else,else
Paullinia_rufescens,tropical,tropical,tropical
Paullinia_rugosa,tropical,tropical,tropical
Paullinia_selenoptera,tropical,tropical,tropical
Paullinia_seminuda,NA,else,else
Paullinia_serjaniifolia,tropical,tropical,tropical
Paullinia_sessiliflora,else,NA,else
Paullinia_setosa,NA,tropical,tropical
Paullinia_sphaerocarpa,tropical,tropical,tropical
Paullinia_spicata,tropical,else,else
Paullinia_stipitata,tropical,tropical,tropical
Paullinia_stipularis,tropical,tropical,tropical
Paullinia_subnuda,tropical,tropical,tropical
Paullinia_tarapotensis,tropical,tropical,tropical
Paullinia_tenuifolia,tropical,tropical,tropical
Paullinia_ternata,NA,else,else
Paullinia_tetragona,tropical,tropical,tropical
Paullinia_tomentosa,else,NA,else
Paullinia_tricornis,tropical,tropical,tropical
Paullinia_trigonia,tropical,else,else
Paullinia_turbacensis,tropical,tropical,tropical
Paullinia_verrucosa,tropical,tropical,tropical
Paullinia_weinmanniifolia,NA,else,else
Paullinia_yoco,tropical,tropical,tropical
Pauridia_affinis,NA,else,else
Pauridia_alba,NA,else,else
Pauridia_aquatica,NA,else,else
Pauridia_canaliculata,NA,else,else
Pauridia_curculigoides,NA,else,else
Pauridia_flaccida,NA,else,else
Pauridia_gardneri,NA,else,else
Pauridia_glabella,NA,else,else
Pauridia_gracilipes,NA,else,else
Pauridia_maryae,NA,else,else
Pauridia_minuta,NA,else,else
Pauridia_monophylla,NA,else,else
Pauridia_monticola,NA,else,else
Pauridia_occidentalis,NA,else,else
Pauridia_ovata,NA,else,else
Pauridia_pygmaea,NA,else,else
Pauridia_scullyi,NA,else,else
Pauridia_serrata,tropical,else,else
Pauridia_trifurcillata,NA,else,else
Pauridia_vaginata,NA,else,else
Pauridiantha_cauliflora,tropical,tropical,tropical
Pauridiantha_crystallina,tropical,tropical,tropical
Pauridiantha_makakana,tropical,NA,tropical
Pauridiantha_mayumbensis,tropical,tropical,tropical
Pauridiantha_schumannii,tropical,tropical,tropical
Pauridiantha_setiflora,tropical,tropical,tropical
Pauridiantha_siderophila,tropical,tropical,tropical
Pausandra_macrostachya,tropical,tropical,tropical
Pausinystalia_lane-poolei,tropical,tropical,tropical
Pavetta_australiensis,else,else,else
Pavetta_axillaris,tropical,tropical,tropical
Pavetta_batesiana,tropical,tropical,tropical
Pavetta_bidentata,tropical,NA,tropical
Pavetta_bowkeri,NA,else,else
Pavetta_brachycalyx,tropical,tropical,tropical
Pavetta_brownii,NA,else,else
Pavetta_camerounensis,tropical,tropical,tropical
Pavetta_catophylla,NA,else,else
Pavetta_crebrifolia,NA,tropical,tropical
Pavetta_gabonica,tropical,tropical,tropical
Pavetta_galpinii,NA,else,else
Pavetta_gracilifolia,else,else,else
Pavetta_gracilipes,tropical,tropical,tropical
Pavetta_granitica,NA,else,else
Pavetta_harborii,NA,else,else
Pavetta_hispida,tropical,tropical,tropical
Pavetta_ixorifolia,tropical,NA,tropical
Pavetta_kotzei,NA,else,else
Pavetta_lasiopeplus,NA,else,else
Pavetta_laurentii,tropical,tropical,tropical
Pavetta_longiflora,else,NA,else
Pavetta_microthamnus,tropical,tropical,tropical
Pavetta_mpomii,tropical,tropical,tropical
Pavetta_puberula,tropical,tropical,tropical
Pavetta_radicans,NA,else,else
Pavetta_rigida,tropical,tropical,tropical
Pavetta_rupicola,NA,else,else
Pavetta_stenosepala,tropical,tropical,tropical
Pavetta_tetramera,tropical,tropical,tropical
Pavetta_urophylla,tropical,tropical,tropical
Pavetta_vanwykiana,NA,else,else
Pavetta_viridiloba,tropical,tropical,tropical
Pavonia_angustifolia,tropical,else,else
Pavonia_angustipetala,NA,else,else
Pavonia_arabica,tropical,tropical,tropical
Pavonia_argentina,NA,else,else
Pavonia_aurigloba,NA,else,else
Pavonia_betonicaefolia,NA,else,else
Pavonia_betonicifolia,NA,else,else
Pavonia_blanchetiana,NA,else,else
Pavonia_burchellii,tropical,else,else
Pavonia_calycina,tropical,else,tropical
Pavonia_cancellata,else,else,tropical
Pavonia_castaneifolia,tropical,tropical,tropical
Pavonia_clathrata,NA,else,else
Pavonia_columella,NA,else,else
Pavonia_communis,NA,else,else
Pavonia_commutata,NA,else,else
Pavonia_corymbosa,else,tropical,tropical
Pavonia_cymbalaria,NA,else,else
Pavonia_distinguenda,NA,else,else
Pavonia_dusenii,NA,else,else
Pavonia_fruticosa,tropical,tropical,tropical
Pavonia_fryxellii,else,NA,else
Pavonia_geminiflora,tropical,else,tropical
Pavonia_glazioviana,NA,tropical,tropical
Pavonia_glechomoides,NA,else,else
Pavonia_grandiflora,NA,else,else
Pavonia_guerkeana,else,else,else
Pavonia_harleyi,NA,else,else
Pavonia_hastata,else,else,else
Pavonia_hexaphylla,NA,else,else
Pavonia_hieronymi,NA,else,else
Pavonia_humifusa,NA,else,else
Pavonia_immitis,NA,else,else
Pavonia_laetevirens,NA,else,else
Pavonia_lasiopetala,else,else,else
Pavonia_leptocalyx,else,else,else
Pavonia_luetzelburgii,NA,else,else
Pavonia_macrostyla,NA,else,else
Pavonia_malvaviscoides,tropical,else,else
Pavonia_martii,NA,else,else
Pavonia_missionum,else,else,else
Pavonia_mollis,tropical,else,tropical
Pavonia_multiflora,else,else,else
Pavonia_mutisii,tropical,else,tropical
Pavonia_narcissi,NA,else,else
Pavonia_nemoralis,tropical,else,else
Pavonia_oxyphylla,else,NA,else
Pavonia_oxyphyllaria,tropical,tropical,tropical
Pavonia_paniculata,else,else,else
Pavonia_peruviana,tropical,tropical,tropical
Pavonia_pohlii,NA,else,else
Pavonia_praemorsa,else,else,else
Pavonia_prionophylla,NA,else,else
Pavonia_propinqua,tropical,tropical,tropical
Pavonia_pseudotyphalaea,tropical,tropical,tropical
Pavonia_psilophylla,NA,else,else
Pavonia_restiaria,NA,else,else
Pavonia_revoluta,NA,else,else
Pavonia_rosa-campestris,NA,else,else
Pavonia_rosea,else,tropical,else
Pavonia_sagittata,NA,else,else
Pavonia_schiedeana,else,else,else
Pavonia_schrankii,NA,else,else
Pavonia_senegalensis,else,else,else
Pavonia_sepioides,tropical,else,tropical
Pavonia_sepium,tropical,else,else
Pavonia_sidifolia,else,else,else
Pavonia_subrotunda,NA,else,else
Pavonia_transvaalensis,NA,else,else
Pavonia_triloba,else,NA,else
Pavonia_uniflora,else,NA,else
Pavonia_urens,tropical,tropical,tropical
Pavonia_varians,NA,tropical,tropical
Pavonia_viscosa,NA,else,else
Pavonia_xanthogloea,NA,else,else
Pavonia_zehntneri,NA,else,else
Pavonia_zeylanica,else,tropical,else
Paxistima_canbyi,else,NA,else
Paxistima_myrsinites,else,NA,else
Paysonia_grandiflora,else,NA,else
Paysonia_lasiocarpa,else,NA,else
Pearcea_abunda,tropical,tropical,tropical
